text,label
胸壁疼痛食用有何,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
j意识模糊如何处理,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
哪脑膜转移瘤定义,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
注射针眼和手术切口出血s如何检,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
移行脊椎有何康复,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
饮什么物视网膜静脉阻塞,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
结肠息肉和息肉病推荐j哪,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
酒精性心肌病什么痊愈2唔,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O
何事提示赤白游风d,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE O
何故知觉腰椎退化y,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
e1胃痉挛怎样办,O O B-DISEASE I-DISEASE I-DISEASE O O O
r甚不好慢性疾病的贫血3,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
有何91治愈眼睑肥厚,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
咋地治癒8椎间隙感染,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
发觉神经症性抑郁rd为什么,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
温热何以康复,B-DISEASE I-DISEASE O O O O
m、什么提升黑舌,O O O O O O B-DISEASE I-DISEASE
何痊愈内脏出血,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
甚j办无排卵性不孕症,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
咋地哈治癒t颅骨骨瘤,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
卵巢增大i咋样化验,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
小儿人类细小病毒B19感染忌口什么,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
颅内感染什么事监测d,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O
哪做d脚趾皮肤黄泡后紫黑,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
防止声音变低做什么,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
有何治癒软组织肉瘤,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
多种抽动综合征j怎样治愈,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
什么物哈c痊愈早饱,O O O O O O O B-SYMPTOM I-SYMPTOM
验证什么物卵圆窝未闭哈,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
ft何增强直肠脱垂直肠壁内疝,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
何肝-甲状腺综合征详情,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
种痘并发症咋样减轻,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
办哪免于睑外翻,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM
饮食哦什么热性荨麻疹,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
多发性硬化伴发的葡萄膜炎8补品哪,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
哪意味着先天性卵巢发育不全,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
什么物抵制尿痛,O O O O O B-SYMPTOM I-SYMPTOM
哪些r1有益化脓性脑膜炎,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
or何物胃溃疡出血解释,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
咋样哈测白带异味,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
甲皱毛细血管袢数减少增强何物,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
防止心理麻木处理什么物,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
嗯q防范心脏主动脉瓣返流操作那,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
甚痊愈颈部囊性病变,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
介绍α1-抗胰蛋白酶缺乏性脂膜炎什么事,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
那7办d胫骨髁骨折,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
!哪些手指屈肌腱鞘炎详情,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
哪些是y甲流,O O O O B-DISEASE I-DISEASE
何事唔注意暗色丝孢霉病,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
呼吸性碱中毒提升g什么物,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O
4什么事表示高弓足,O O O O O O B-DISEASE I-DISEASE I-DISEASE
；雄激素过少降低哦何,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
告知何物脊髓神经鞘瘤1,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
推荐如何办h小儿眼-脑-肾综合征1,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
何事、验证醉汉步态,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
告知有何脾水,O O O O B-DISEASE I-DISEASE
指南什么骨蒸m。,O O O O B-DISEASE I-DISEASE O O
a解释4腺病毒感染,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
服何物泌尿系结石,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
先天性主动脉瓣窦动脉瘤破裂8介绍t,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
有效血容量减少罹患28什么事病病,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O O O O
鼻子里有臭味患染甚传染病,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O
3信息小儿扩张型心肌病,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
不偏向一侧，无旋转的眩晕咋样处理,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
咋地哦9痊愈鼻衄,O O O O O O B-SYMPTOM I-SYMPTOM
咋样检测肝臭,O O O O B-SYMPTOM I-SYMPTOM
帮助咋地解决复发性无菌性脑膜炎,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
咋地康复细菌性痢疾,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
筋痹适宜什么事,B-DISEASE I-DISEASE O O O O O
；检哪胆碱能危象,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
告知8妊娠合并系统性红斑狼疮何物,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
何以b防止手指甲没有白色月牙,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
风盛血燥患那病患,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
什么不益h、小儿纤维性骨营养不良综合征,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
什么事包括输卵管结扎术后并发症,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
有何。o办小儿神经源性膀胱,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
那黄杆菌肺炎详情,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
急性梗阻性化脓性胆管炎哪h办,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
咋样治癒脑水肿,O O O O B-DISEASE I-DISEASE I-DISEASE
那不宜25新生儿生理性黄疸,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
痰浊眩晕怎样t减轻,B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
酒精性幻觉症唔糟糕什么事,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O
现实解体感染什么流行病,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O O
j咋地1治愈垂体瘤,O O O O O O B-DISEASE I-DISEASE I-DISEASE
知觉无用感何以故,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
怎样做混合瘤r,O O O B-DISEASE I-DISEASE I-DISEASE O
咋样减轻胆囊壁变薄,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
过敏性肺炎r信息d,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
深睡眠症，饮那o,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
对侧肢体偏瘫弊处有何d3,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O
v判断力和定向力障碍咋样免于,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O
局部可摸到肌腹与肌腱连接处略有缺失与下陷降低什么物,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
何事好处老年人消化性溃疡,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
哪适宜肾动脉硬化,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
有何适宜胀痛,O O O O B-SYMPTOM I-SYMPTOM
什么事治愈产妇颈背酸痛,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
z肝火哪体检,O B-SYMPTOM I-SYMPTOM O O O
致命性中线肉芽肿注意什么物,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
为啥，察觉走动性自动症n,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
w为啥察觉语音震颤增强,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
青年性驼背怎样i治疗y,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O
得哪些病病广泛性骨质疏松,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
乳腺炎补品哪些,B-DISEASE I-DISEASE I-DISEASE O O O O
体验小腿肚抽筋何以,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
自身敏感性皮炎如何治疗,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
k，何痊愈创伤后应激障碍,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
咋地做性病性淋巴肉芽肿,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
免于面部浮肿哈x办何物,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
患哪病病m免疫性肾炎,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
甚d治好h眼缺陷,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM
脓包疮哪办,B-DISEASE I-DISEASE I-DISEASE O O
6何以发觉月经时多时少且淋漓不断,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
谵妄kc意味着那,B-DISEASE I-DISEASE O O O O O O
处理哪些防范；眼睑松弛,O O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
外踝呈现凹陷唔噢甚缓解,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
忠告怎样办小儿伯-韦综合征,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
角膜干燥斑j何事化验,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
化妆品皮炎差何j,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
高血脂推荐i哪哦,B-DISEASE I-DISEASE I-DISEASE O O O O O
何事!康复脊神经根受损,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
什么事帮助臀上皮神经干痛,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
定义眼球后退综合征,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
为啥唔显现舌咽神经痛或其他内脏病引起的晕厥嗯,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
rf失血性休克归属于甚,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
哪些做结直肠癌，；,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
介绍新生儿肝炎综合征,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
哪在外伤性硬脑膜下积液,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
玻璃体寄生虫病r饮食8何物,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O
Reiter综合征饮何,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
9禽流感g定义,O B-DISEASE I-DISEASE I-DISEASE O O O
咋地n缓解小脑体征0,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
泪腺分泌功能减退适合哪些,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
v何事治愈幼年型类风湿性关节炎,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
b什么物包括心脾两虚d,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE O
锥体外系损害推荐甚,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
溶血性链球菌性坏疽了解什么物,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O
咋地缓解阑尾类癌1,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE O
原发性单克隆球蛋白病肾损害什么物办,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
建议怎么做进行性肢端黑变病,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
做哈有何防止上半身消瘦，下半身肥胖,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
呀什么不好急性非化脓性一过性颈淋巴结肿胀,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
血小板减少性紫癜患染什么事病病4,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O O O
怎么处理细网状到斑片状的色素沉着。,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
小儿白细胞黏附分子缺陷Ⅰ型lm提醒什么事,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O O
免得嘿肠囊性积气办何,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O
平滑肌肉瘤哪痊愈,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
k食用哪些n病毒性心肌炎,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
哪些止痊呕血,O O O O B-SYMPTOM I-SYMPTOM
2咽部创伤咋地做,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
提醒甚妊娠期合并急性胆囊炎,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
0那解决顽固性疼痛h,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
基底节出血z有害有何,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
过敏性皮肤病提示何事,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
那不好x神经胶质瘤,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
甚、r适宜涩脉,O O O O O B-SYMPTOM I-SYMPTOM
防范中度精神发育迟滞e甚x,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
胎盘部分残留哪操作,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
理解tp难辨芽胞杆菌肠炎有何,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
什么物新生儿缺氧缺血性脑病定义,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
何物治好2人工流产,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
什么办h；双手轮替动作笨拙,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
告知~噢血灌瞳神什么物,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
什么事注意小儿支气管哮喘,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
那体检毒血症,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM
何事!缓解神经质性格,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
抵制牙龈萎缩那,O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
患何疾患攻击行为哦,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O
怎么康复诉讼狂,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM
a气虚体质得何物z病症,O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O
那治好x嘿局部游走性红斑,O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
怎么预防腕骨发育不全变形及掌骨呈棒状改变,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
急性肾功能衰竭什么物7注意r,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O O O O
感染哪s传染病v无运动或感觉障碍的运用不能,O O O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
肾浓缩功能障碍e、监测哪些,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O O
查验何事小儿睡眠不好,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
s了解粒性白细胞缺乏性咽峡炎哪些,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O
理解哪些关节扭伤,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE
牙齿数目过剩恶劣什么物,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
哪些推荐乳腺导管瘤,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
得什么物流行病低氯性碱中毒,O O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
何事不宜e腹肌缺如综合征,O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
手臂肌肉萎缩何止痊,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
胎肥忌口何物,B-DISEASE I-DISEASE O O O O
甚哈治愈结肠憩室病d,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
解释急性肺水肿甚!s,O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O
痉挛性斜颈如何查询s,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O O O
如何办疋氏（Pickweckian）综合征,O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
高脂蛋白血症Ⅳ型哪qa办,B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
fh三房心怎么缓解,O O B-DISEASE I-DISEASE I-DISEASE O O O O
t哪些体检啊肝豆状核变性,O O O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
咯血怎么康复,B-SYMPTOM I-SYMPTOM O O O O
7甚办早产儿视网膜病变~,O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O
怎样减轻釉质发育不全,O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
胸痛伴冷汗弊处甚,B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM O O O
m等渗性脱水哦提升那,O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE O O O O
指南唔v何事小儿神经性贪食,O O O O O O B-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE I-DISEASE
何物检测心律失常,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
哪些医治趾远端呈球形,O O O O B-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM I-SYMPTOM
